"","Class","PhenoGraph","Cluster","CN0_1-7","CN1_15-6","CN10_3","CN11_2-8","CN12_2-17","CN13_8","CN14_17","CN15_12","CN16_16-8","CN17_2-1","CN18_16","CN19_3","CN2_2","CN20_1","CN21_16","CN22_1","CN23_7","CN24_15","CN25_10","CN26_15-8","CN27_2","CN28_7","CN29_4","CN3_10","CN30_8-1","CN31_3","CN32_6","CN33_15-5","CN34_11","CN35_9","CN36_14","CN37_13","CN38_15-16","CN39_17","CN4_8","CN5_4-5","CN6_14","CN7_6","CN8_13","CN9_5","Class0"
"mADT-27.tsv","mADT-27.tsv",7,"TP_7",0,0.0447002290886741,6.86148516511147,0,0.296139017712466,0.508465105883668,0.122925629993854,0,8.07397887914176,0.00558752863608426,0.195563502262949,1.78800916354696,0,0,19.5787003408392,0,0.0558752863608426,0.324076660892887,0.240263731351623,4.7549868693077,0.0111750572721685,0.854891881320892,0,3.07872827848243,0,0.122925629993854,0.178800916354696,2.00592278035425,0,4.9337877856624,0,0.0502877577247583,30.2788176789406,2.9446275912164,0.0502877577247583,0.352014304073308,12.2869754707493,0,0,0,"mADT-27.tsv"
"mADT-28.tsv","mADT-28.tsv",2,"TP_2",0,1.57122905027933,0.00698324022346369,0,0,0,0,0,0.0139664804469274,0,0,0.181564245810056,0,0,0,0,0,21.6899441340782,0.621508379888268,1.55027932960894,0,0.314245810055866,11.8575418994413,0.66340782122905,0,3.21927374301676,0.167597765363128,21.9134078212291,0,2.76536312849162,0,0.0209497206703911,5.39804469273743,0,0.0349162011173184,26.7178770949721,0,0.0349162011173184,0,1.25698324022346,"mADT-28.tsv"
"mADT-29.tsv","mADT-29.tsv",5,"TP_5",15.4956277135694,0.483091787439614,0.207912921176543,0,0,0.250718522595242,0,0,0.311869381764814,0,0,0.342444811349599,0,4.02984161927475,0.721580138200942,27.1204060417049,0.440286186020914,4.28667522778695,1.36366415948144,6.91616217207852,0,2.14639515685195,5.92551825353146,3.74854766709472,0.226258178927414,2.84963003730202,0.0366905155017428,5.37516052100532,0,0.287409038096985,0,0,2.92301106830551,0,0.122301718339143,14.3521066470984,0,0.0366905155017428,0,0,"mADT-29.tsv"
"mADT-3.tsv","mADT-3.tsv",1,"TP_1",0.310351122740826,7.97176413314672,0.0121706322643461,0.091279741982596,3.13393780806913,0.0851944258504229,0,0,0.00608531613217307,0.565934400292095,0.225156696890403,0.115621006511288,1.20489259417027,1.0162477940729,2.14811659465709,0.00608531613217307,0.0669384774539037,0.803261729446845,3.59642183411428,9.97383314063166,5.50721109961663,0.955394632751171,7.33280593926855,9.62697012109779,0.0121706322643461,2.60451530457007,3.20696160165521,3.10351122740826,0,0.00608531613217307,0.194730116229538,12.0184993610418,1.09535690379115,0,3.27390007910911,9.90080934704558,1.05884500699811,1.19272196190592,7.44234162964766,0.133876954907807,"mADT-3.tsv"
"mADT-31.tsv","mADT-31.tsv",2,"TP_2",0,1.30150425114454,0.163505559189012,1.01373446697188,20.1242642249836,0.176586003924133,0,0,0.438194898626553,0,0,0.183126226291694,0.981033355134075,0.0065402223675605,0.228907782864617,0,0,0.902550686723349,0.0457815565729235,3.22432962720733,6.65794637017659,0.0719424460431655,6.71680837148463,0.712884238064094,0,2.69457161543492,0.0457815565729235,2.75343361674297,0,2.75997383911053,0.954872465663833,0,7.60627861347286,0,0.0719424460431655,28.6396337475474,11.5042511445389,0.0196206671026815,0,0,"mADT-31.tsv"
"mADT-32.tsv","mADT-32.tsv",8,"TP_8",0.0434310532030402,24.299674267101,0.246109301483894,0,2.38870792616721,1.24502352515382,0,0,1.16539992761491,0.311255881288455,0,0.217155266015201,0,2.17155266015201,0.289540354686935,0,0.159247195077814,2.90264205573652,4.19833514296055,23.8291711907347,0,4.88599348534202,0,10.5465074194716,0.542888165038002,7.05754614549403,2.90988056460369,4.32862830256967,0,0.564603691639522,0,0.0289540354686934,1.97611292073833,0.0434310532030402,1.34636264929425,0.622511762576909,0,0.354686934491495,0,1.32464712269273,"mADT-32.tsv"
"mADT-33.tsv","mADT-33.tsv",9,"TP_9",10.0393270701333,0.273104653703299,0.240332095258903,0,0.0764693030369237,0.0218483722962639,0,0,0,0.0218483722962639,0,0.0327725584443959,0,7.63600611754424,0.327725584443959,6.56543587502731,0.305877212147695,0.546209307406598,1.52938606073848,0.0764693030369237,0,2.09744374044134,12.333406161241,2.50163862792222,0.142014419925716,1.81341490058991,6.04107493991698,0.852086519554293,0,0,0.0218483722962639,0,0.294953025999563,0.174786978370111,0,7.86541402665501,1.47476512999782,36.6943412715753,0,0,"mADT-33.tsv"
"mADT-34.tsv","mADT-34.tsv",9,"TP_9",0.0200080032012805,1.73069227691076,0,0,0,0.0200080032012805,0,0,0.120048019207683,0,0,0.140056022408964,0,0.0100040016006403,0,0,0,0,0,0.910364145658263,0,0,1.78071228491397,0.0800320128051221,0,2.00080032012805,10.4341736694678,0,0,0,0,2.22088835534214,0,0,0.0200080032012805,1.40056022408964,0,76.3005202080832,2.70108043217287,0.110044017607043,"mADT-34.tsv"
"mADT-35.tsv","mADT-35.tsv",1,"TP_1",2.98938349785807,4.28385174147886,0.260756192959583,0.0186254423542559,0.847457627118644,0.0372508847085118,0,0,0.149003538834047,0.0745017694170236,0,0.428385174147886,0.0465636058856398,5.96014155336189,0.195567144719687,0.0465636058856398,1.19202831067238,8.01825293350717,2.97075805550382,1.04302477183833,0.623952318867573,4.9636803874092,2.5330601601788,2.26299124604209,0,2.49580927547029,9.34065934065934,3.52020860495437,0,0.0931272117712796,0,7.20804619109704,0.605326876513317,0,0.242130750605327,5.83907617805923,0.31663252002235,11.2311417396163,19.6032780778543,0.558763270627677,"mADT-35.tsv"
"mADT-36.tsv","mADT-36.tsv",3,"TP_3",3.93090315560392,5.25027203482046,1.16294885745375,0,0,0.476060935799782,0,0,4.01251360174102,0,0.0136017410228509,0.170021762785637,0,1.8158324265506,9.32399347116431,10.6365614798694,0.231229597388466,8.29026115342764,1.36697497279652,27.2918933623504,0,3.89689880304679,0,3.80168661588683,0.88411316648531,2.72034820457018,0.285636561479869,2.75435255712731,0,0.0408052230685528,0,0,5.80794341675734,0,5.46109902067465,0.22442872687704,0.122415669205658,0.0272034820457018,0,0,"mADT-36.tsv"
"mADT-37.tsv","mADT-37.tsv",8,"TP_8",0,46.6977657746133,0.110483672968328,0,0,0.0675178001473116,0,0,0.484900564694329,0,0,0.0368278909894427,0,0,1.46697765774613,0,0,11.0667812423275,0.797937638104591,6.29143137736312,0,0.60152221949423,0.0859317456420329,1.90277436778787,0,2.72526393321876,0.349864964399705,16.4252393812914,0,0.890007365578198,0,0,4.56665848269089,0,0.0736557819788853,0.576970292167935,0,0,0,4.78148784679597,"mADT-37.tsv"
"mADT-38.tsv","mADT-38.tsv",2,"TP_2",0.034106412005457,0.757162346521146,0.34106412005457,0.122783083219645,9.03819918144611,0.115961800818554,0,0,0.525238744884038,0.00682128240109141,0.416098226466576,0.477489768076398,3.26739427012278,0.38881309686221,6.76671214188267,0,0.0477489768076398,4.75443383356071,1.40518417462483,4.86357435197817,13.0695770804911,1.18008185538881,8.68349249658936,1.99181446111869,0,2.42155525238745,0.034106412005457,5.57980900409277,0,0.252387448840382,0.0136425648021828,0,4.5225102319236,0,0.00682128240109141,26.5552523874488,2.35334242837653,0,0,0.00682128240109141,"mADT-38.tsv"
"mADT-39.tsv","mADT-39.tsv",2,"TP_2",0.354342581423402,0.520205066344994,0.00753920386007238,0,0,0.00753920386007238,0,0,0.00753920386007238,0,0,1.00271411338963,0,3.98069963811821,0.0829312424607961,0,0.0376960193003619,11.663148371532,6.85313630880579,0.0980096501809409,0,6.81544028950543,4.35765983112183,5.63932448733414,0,7.08685162846803,0.0150784077201448,17.7548250904704,0,0.60313630880579,0.060313630880579,0,1.77171290711701,0,0.00753920386007238,28.7846803377563,2.11097708082027,0.248793727382388,0,0.12816646562123,"mADT-39.tsv"
"mADT-4.tsv","mADT-4.tsv",4,"TP_4-13",0.158021937163041,2.80721323666109,0,1.78936605316973,20.0734337237405,2.58412344301915,0,0,0.120840304889385,1.38036809815951,0,0,2.57018033091653,2.35173824130879,0,0,0.092954080684142,1.61275329986986,0.17661275329987,8.640081799591,14.9888455103179,2.7467930842164,0,0.873768358430935,0.255623721881391,0.204498977505113,1.16657371258598,8.95612567391709,0,0.371816322736568,0,11.4379996281837,1.19445993679123,0.0046477040342071,0.520542851831195,0,0.604201524446923,0.367168618702361,11.7168618702361,0.232385201710355,"mADT-4.tsv"
"mADT-40.tsv","mADT-40.tsv",6,"TP_6",0.326730651419236,1.29671227282009,0.801511129262814,0,0,0.0561568307126812,0,0,1.78170308352052,0,0.638145803553196,0.265468654278129,0,0.439044312844599,2.77210537063508,0.00510516642842557,0.423728813559322,2.00633040637125,0.199101490708597,0.975086787829283,0,1.53154992852767,9.65897488258117,0.867878292832346,0,3.27241168062079,3.08862568919747,1.78170308352052,0,0.306309985705534,34.6742903818664,0,6.64692668981009,0.0255258321421278,0,14.4272003267307,9.40371656115989,2.2156422299367,0,0.112313661425362,"mADT-40.tsv"
"mADT-41.tsv","mADT-41.tsv",3,"TP_3",0.00587544065804935,12.1151586368978,0.117508813160987,0,0,1.04582843713279,0.105757931844888,0,1.8566392479436,0,0,0.00587544065804935,0,0.176263219741481,2.16216216216216,0,0,0.517038777908343,1.25146886016451,9.52996474735605,0,1.8448883666275,0,13.2373678025852,0.00587544065804935,2.39130434782609,0.669800235017626,4.64747356051704,0,7.36192714453584,3.74853113983549,0,17.2502937720329,0.170387779083431,0.0881316098707403,0.358401880141011,18.2843713278496,0.36427732079906,0,0.687426556991774,"mADT-41.tsv"
"mADT-42.tsv","mADT-42.tsv",7,"TP_7",0,0.76313472262988,1.19606692104491,0.579688875843851,22.9087173466393,1.21074258878779,0,0,4.5641326680364,0,1.79776929850308,0.462283533900792,0.0293513354857646,0,18.5427061931318,0,0,1.38685060170238,3.82301144702084,6.25183445846786,4.68153800997945,0.0513648371000881,2.07660698561785,5.42999706486645,0,4.59348400352216,0.520986204872322,2.33343117111829,0,0.315526856471969,0,0.418256530672146,4.76959201643675,0,2.92779571470502,6.94159084238333,0,1.06398591135897,0,0.359553859700616,"mADT-42.tsv"
"mADT-43.tsv","mADT-43.tsv",9,"TP_9",0,0.114821548177208,0.220074634006315,0.00956846234810066,1.31087934168979,0.507128504449335,0,0,0.172232322265812,0.0861161611329059,0.0191369246962013,0,0,0,0.315759257487322,0,0,0,0,0.401875418620228,0.267916945746818,0.267916945746818,0,0.028705387044302,0,0.028705387044302,9.64501004688547,0,0,0.00956846234810066,0,0,0.028705387044302,0,1.84671323318343,0.105253085829107,0,84.6139125442541,0,0,"mADT-43.tsv"
"mADT-44.tsv","mADT-44.tsv",10,"TP_10",0,2.81780497433873,0.00493485984998026,0,0,0.0493485984998026,0,0,0.0345440189498618,0,0,0.00493485984998026,0,0.271417291748914,0.00493485984998026,0,0,5.43821555467825,8.83833399131465,0.3750493485985,0,1.0511251480458,0.103632056849585,8.52743782076589,0.0493485984998026,2.13679431504145,0.94255823134623,31.8101065929728,0,0.0690880378997236,0,0.0148045795499408,2.71910777733912,0,0,2.35886300829056,0,0.962297670746151,0,31.4153178049743,"mADT-44.tsv"
"mADT-45.tsv","mADT-45.tsv",2,"TP_2",0.0756086496295176,5.1565099047331,1.2853470437018,0,0.00756086496295176,0,0,0,0.0756086496295176,0,0,8.78572508694995,0,0.0529260547406623,0.0378043248147588,0,0.0378043248147588,1.46680780281264,11.5454407984273,3.39482836836534,0,0.0453651897777106,22.5918645092999,6.87282625132315,0,8.17329502495085,4.77090579162256,3.19068501436564,0,0.0151217299259035,0,0,0.975351580220777,0,0.0226825948888553,20.2026311810071,0,0.143656434296083,0,1.07364282473915,"mADT-45.tsv"
"mADT-46.tsv","mADT-46.tsv",2,"TP_2",1.51260504201681,0.417055711173358,0.921257391845627,0.00622471210706505,6.33053221288515,0.0186741363211951,0,0,0.0871459694989107,0.373482726423903,0.0186741363211951,0.67849361967009,0.0560224089635854,3.14970432617491,4.9859943977591,0.0186741363211951,0.504201680672269,1.04575163398693,1.10799875505758,0.491752256458139,0.802987861811391,7.58792405851229,2.34671646436352,6.89075630252101,0.0124494242141301,4.31995020230314,0.0746965452847806,8.35978835978836,0,11.3289760348584,1.92966075319016,0,10.1649548708372,0.192966075319016,0,16.8067226890756,7.28913787737317,0.149393090569561,0,0.0186741363211951,"mADT-46.tsv"
"mADT-47.tsv","mADT-47.tsv",2,"TP_2",0,2.24034801522567,7.87384448069603,0,0,0.0108754758020663,0,0,0.0598151169113649,0,0.146818923327896,14.0184883088635,0,0,6.56334964654704,0,0,3.09951060358891,4.95377922784122,0.233822729744426,0,0.0598151169113649,4.46438281674823,7.34638390429581,0,3.81729200652529,0.625339858618815,13.115823817292,0,0.581837955410549,0,0,10.9407286568787,0,0,11.7727025557368,0.195758564437194,0.201196302338227,0,7.67808591625884,"mADT-47.tsv"
"mADT-48.tsv","mADT-48.tsv",11,"TP_11",0,0.052312981092594,2.72774829982811,0,0,0,0,0,0.0373664150661386,0,77.0570211493909,0.00747328301322771,0,0.00747328301322771,13.6462147821538,0,0,0,0,0,0,0.560496225992078,0.926687093640236,0.16441222629101,0,0.239145056423287,0.672595471190494,0,0,0.104625962185188,0,0,0.186832075330693,0,0,1.62170241387041,0,1.98789328151857,0,0,"mADT-48.tsv"
"mADT-49.tsv","mADT-49.tsv",12,"TP_12",42.2698207210388,0.929739908202895,0.584520026676082,0,0,0.929739908202895,0.00784590639833667,0,0.278529677140952,0.00392295319916833,0.0313836255933467,0.215762425954258,0,16.2920246361461,1.27495978972971,16.1194146953827,2.30669648111098,0.0549213447883567,0.0431524851908517,0.270683770742615,0,4.14656153152093,0,0.152995174767565,1.12588756816131,0.710054529049468,0.270683770742615,0.00392295319916833,0,1.05135145737711,1.80063551841827,0,0.203993566356753,0.109842689576713,0.0274606723941783,0.152995174767565,8.3245066886352,0.290298536738457,0,0.0156918127966733,"mADT-49.tsv"
"mADT-5.tsv","mADT-5.tsv",7,"TP_7",0.53406056474064,1.03971365263337,2.02261235157093,0,0.176126356457019,0.153400374978694,0,0,3.52820862450997,0.0568149536958127,0.170444861087438,0.0170444861087438,0,0.596557013806034,19.8000113629907,0,0.767001874893472,0.93744673598091,4.4599738651213,3.14186693937844,0,3.03960002272598,0.142037384239532,3.95432077722857,0,0.346571217544458,2.82370319868189,2.93165161070394,0,5.38037611499347,5.21561274927561,3.28390432361798,11.2436793364013,0,0.693142435088915,0.465882620305664,14.152604965627,5.95988864269076,2.17033123118005,0.795409351741378,"mADT-5.tsv"
"mADT-50.tsv","mADT-50.tsv",3,"TP_3",5.49987258982417,13.9046971884821,0.0552110761912851,0,0,0.862142189756222,0,0,1.15093858829525,0,0,0.335513463008579,0,7.04153571731929,0.331266457147711,0.101928140660834,3.03660919052068,6.66355219570203,0.879130213199694,30.489255075172,0,10.2904952008834,0,2.83275290919901,0.751720037373652,4.23426484328548,0.335513463008579,3.24471247770322,0,1.97485772530366,0,0,4.46785016563323,0,0.836660154591013,0.390724539199864,0,0,0,0.28879639853903,"mADT-50.tsv"
"mADT-51.tsv","mADT-51.tsv",8,"TP_8",0,28.441149455452,0,0,0,0.0524865503214801,0,0,0.177142107334995,0,0,0.629838603857761,0,0.00656081879018502,0.0721690066920352,0,0,10.2742422254297,0.656081879018501,20.2532476053011,0,0.0721690066920352,0.866028080304422,2.85395617373048,0,6.18685211914447,3.65437606613305,10.4907492455058,0,0.262432751607401,0,0.01312163758037,1.67300879149718,0,2.42094213357827,7.6630363469361,0,0.505183046844246,0,2.77522634824826,"mADT-51.tsv"
"mADT-52.tsv","mADT-52.tsv",6,"TP_6",0.0111352374589388,3.12343410723234,0.295083792661879,0.200434274260899,3.75257502366238,7.19893101720394,0,0,4.42625688992818,0.46767997327543,1.78720561215968,0.00556761872946941,0,1.67028561884082,1.47541896330939,0,0.0167028561884082,0.0445409498357552,0.322921886309226,12.4937364289293,0.0556761872946941,6.98736150548411,0.111352374589388,5.97962251545014,0.824007571961472,1.37520182617894,1.75936751851233,2.42191414731919,0,0.27838093647347,5.04983018762875,0,7.19893101720394,0.00556761872946941,5.66226824787039,2.85062078948834,21.0901397472301,0.18929903680196,0,0.868548521797227,"mADT-52.tsv"
"mADT-6.tsv","mADT-6.tsv",3,"TP_3",0,3.95465994962217,0.579345088161209,0,0,0.371536523929471,0,0,2.43702770780856,0,0.0503778337531486,0.182619647355164,0,0.182619647355164,5.8375314861461,0,0.00629722921914358,2.83375314861461,0.42191435768262,11.6183879093199,0,6.55541561712846,1.07682619647355,7.04659949622166,0,2.04030226700252,1.97732997481108,7.94080604534005,0,0.749370277078086,0.434508816120907,0.0629722921914358,15.6549118387909,0,1.45465994962217,16.7569269521411,5.90680100755668,1.63727959697733,0,2.22921914357683,"mADT-6.tsv"
